budget,days,interest,travel_type,transport_mode,route_category,recommended_route
298826,10,luxury,solo,van,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
80043,7,nature,family,van,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
38662,3,relax,solo,bike,Weekend_Getaway,Colombo -> Kandy -> Colombo
97594,5,cultural,solo,van,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
58314,5,nature,friends,van,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
65108,4,nature,family,car,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
177788,3,adventure,family,car,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
167309,6,wildlife,friends,car,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
65176,5,nature,solo,van,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
135024,3,adventure,friends,car,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
165345,8,family,solo,car,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
91893,7,beach,couple,bus,Southern_Beach,Colombo -> Bentota -> Hikkaduwa -> Galle -> Mirissa -> Colombo
129629,6,cultural,friends,bus,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
49026,3,cultural,couple,van,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
135790,7,cultural,solo,car,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
126501,3,beach,family,van,Southern_Beach,Colombo -> Unawatuna -> Mirissa -> Tangalle -> Colombo
23717,1,relax,couple,van,Weekend_Getaway,Colombo -> Ella -> Colombo
276464,6,luxury,solo,car,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
172549,4,beach,couple,car,Southern_Beach,Colombo -> Unawatuna -> Mirissa -> Tangalle -> Colombo
88428,8,cultural,friends,van,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
62026,5,nature,couple,bike,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
95854,6,adventure,solo,bus,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
38560,1,relax,friends,bike,Weekend_Getaway,Colombo -> Ella -> Colombo
348476,7,luxury,couple,bus,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
144566,3,adventure,family,bus,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
320686,6,luxury,friends,bus,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
142414,5,wildlife,family,van,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
157604,6,family,couple,bike,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
238483,6,luxury,family,bus,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
24291,5,nature,family,bike,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
96362,4,cultural,couple,bus,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
186239,10,luxury,solo,bus,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
131819,4,adventure,family,car,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
141888,3,wildlife,friends,van,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
68843,4,nature,family,van,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
82817,8,beach,friends,bike,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
143652,8,cultural,family,bus,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
105763,4,beach,solo,car,Southern_Beach,Colombo -> Bentota -> Hikkaduwa -> Galle -> Mirissa -> Colombo
52212,8,family,solo,bus,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
140449,4,beach,family,car,Southern_Beach,Colombo -> Unawatuna -> Mirissa -> Tangalle -> Colombo
77031,3,nature,couple,bus,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
55290,5,nature,couple,van,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
74404,4,nature,solo,car,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
100598,5,adventure,family,van,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
67280,6,nature,couple,bike,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
118658,4,adventure,solo,bus,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
94107,3,cultural,family,bus,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
261265,5,luxury,solo,van,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
51772,4,nature,family,bus,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
59966,4,nature,friends,van,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
81531,6,nature,friends,van,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
357851,7,luxury,couple,car,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
81575,3,adventure,couple,bike,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
316240,10,luxury,family,car,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
289955,9,luxury,solo,car,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
57776,4,nature,friends,van,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
47470,1,relax,solo,bike,Weekend_Getaway,Colombo -> Ella -> Colombo
176376,4,adventure,family,van,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
225008,6,luxury,couple,car,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
167211,3,cultural,family,bus,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
97373,7,wildlife,solo,van,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
362191,6,luxury,family,car,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
86192,4,cultural,solo,van,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
116086,4,adventure,friends,bike,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
29586,3,relax,solo,bus,Weekend_Getaway,Colombo -> Galle -> Colombo
116659,8,wildlife,couple,car,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
75118,3,wildlife,friends,bus,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
135649,8,cultural,friends,car,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
136443,7,adventure,friends,van,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
27709,6,nature,friends,bus,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
136190,7,cultural,friends,van,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
155040,7,beach,friends,van,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
124623,3,cultural,couple,bike,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
52162,3,nature,friends,bike,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
55670,6,adventure,friends,bike,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
159091,4,wildlife,solo,bus,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
46452,4,wildlife,family,car,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
118298,7,cultural,couple,bike,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
72475,7,cultural,family,car,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
61816,4,family,friends,bike,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
92021,6,beach,solo,van,Southern_Beach,Colombo -> Unawatuna -> Mirissa -> Tangalle -> Colombo
59091,4,nature,family,car,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
249749,9,luxury,solo,car,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
52992,5,cultural,couple,car,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
61815,3,cultural,family,bike,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
66687,4,wildlife,couple,car,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
76795,3,family,family,van,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
146587,8,cultural,friends,car,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
126534,7,cultural,solo,van,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
151601,6,nature,friends,van,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
104169,6,beach,family,bike,Southern_Beach,Colombo -> Unawatuna -> Mirissa -> Tangalle -> Colombo
66170,3,beach,solo,bus,Southern_Beach,Colombo -> Bentota -> Hikkaduwa -> Galle -> Mirissa -> Colombo
111972,3,nature,friends,car,Hill_Country,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo
160128,8,cultural,family,car,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
73507,6,family,solo,van,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
161943,7,family,solo,car,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
33895,2,relax,family,bus,Weekend_Getaway,Colombo -> Ella -> Colombo
38933,2,relax,couple,bike,Weekend_Getaway,Colombo -> Ella -> Colombo
102352,6,nature,couple,bike,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
143398,8,cultural,friends,car,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
82331,7,family,couple,bike,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
382736,8,luxury,couple,bike,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
96037,6,family,solo,bus,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
41492,3,nature,couple,bike,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
175960,3,cultural,family,bike,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
113135,6,wildlife,friends,van,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
61204,6,cultural,family,car,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
128753,8,nature,family,van,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
66271,7,adventure,family,van,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
79776,6,family,couple,bike,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
121949,7,wildlife,family,bike,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
33215,2,relax,friends,car,Weekend_Getaway,Colombo -> Kandy -> Colombo
85079,7,family,solo,car,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
34608,5,nature,friends,van,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
114529,3,cultural,solo,van,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
51542,5,adventure,family,car,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
320190,8,luxury,solo,car,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
64418,7,cultural,family,bike,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
142855,7,beach,solo,bike,Southern_Beach,Colombo -> Bentota -> Hikkaduwa -> Galle -> Mirissa -> Colombo
125865,7,beach,family,bike,Southern_Beach,Colombo -> Unawatuna -> Mirissa -> Tangalle -> Colombo
128589,7,family,friends,bus,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
22310,1,relax,solo,bus,Weekend_Getaway,Colombo -> Kandy -> Colombo
61301,6,nature,solo,bus,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
178728,8,luxury,solo,car,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
42624,3,nature,family,bike,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
179363,5,cultural,couple,bike,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
57404,5,nature,friends,car,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
201707,9,luxury,friends,car,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
138312,3,family,friends,van,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
106541,6,cultural,friends,car,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
77258,8,cultural,solo,bike,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
306893,9,luxury,couple,car,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
95558,8,adventure,solo,car,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
128670,5,beach,friends,van,Southern_Beach,Colombo -> Bentota -> Hikkaduwa -> Galle -> Mirissa -> Colombo
139914,6,adventure,couple,bus,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
45145,2,relax,solo,van,Weekend_Getaway,Colombo -> Kandy -> Colombo
32846,2,relax,couple,van,Weekend_Getaway,Colombo -> Kandy -> Colombo
51457,3,nature,solo,van,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
175089,3,wildlife,friends,van,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
69807,8,cultural,friends,car,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
246093,5,luxury,family,bus,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
63679,5,family,family,van,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
172071,6,cultural,couple,car,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
362401,10,luxury,solo,bike,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
165413,8,adventure,couple,bus,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
111450,8,family,solo,bike,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
112703,3,adventure,friends,bike,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
174880,6,cultural,friends,van,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
111468,8,beach,couple,car,Southern_Beach,Colombo -> Unawatuna -> Mirissa -> Tangalle -> Colombo
65192,8,wildlife,couple,bus,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
158013,3,cultural,solo,van,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
86218,5,cultural,couple,bike,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
85790,5,nature,solo,bus,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
70202,8,wildlife,couple,car,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
108320,6,cultural,solo,bus,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
180258,5,nature,friends,car,Hill_Country,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo
91250,6,wildlife,family,car,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
55198,5,cultural,couple,bike,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
144918,8,cultural,family,car,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
168666,3,beach,couple,bike,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
105343,5,nature,couple,bus,Hill_Country,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo
132084,4,wildlife,couple,car,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
68042,6,nature,friends,bike,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
81657,7,cultural,family,van,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
164655,3,nature,family,car,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
149764,5,family,solo,van,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
105648,6,wildlife,family,car,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
74989,4,cultural,family,bike,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
78430,6,family,couple,bus,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
167464,7,nature,friends,bike,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
154300,5,beach,friends,bus,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
170890,7,wildlife,couple,bike,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
107296,5,family,family,car,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
183054,7,adventure,family,van,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
155697,8,family,family,bike,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
93115,4,cultural,friends,bus,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
35741,1,relax,friends,bike,Weekend_Getaway,Colombo -> Galle -> Colombo
26954,5,nature,couple,car,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
186186,5,cultural,couple,bus,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
50879,2,relax,friends,bike,Weekend_Getaway,Colombo -> Kandy -> Colombo
54272,3,nature,friends,car,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
166101,5,beach,solo,car,Southern_Beach,Colombo -> Unawatuna -> Mirissa -> Tangalle -> Colombo
45811,5,nature,solo,car,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
58347,5,nature,family,bike,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
207000,9,luxury,solo,bus,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
106227,6,family,solo,car,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
85634,8,wildlife,couple,van,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
166040,5,adventure,family,car,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
107993,8,beach,family,bike,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
62635,4,cultural,family,bus,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
115616,8,wildlife,friends,car,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
18695,2,relax,family,bike,Weekend_Getaway,Colombo -> Galle -> Colombo
127198,5,cultural,solo,van,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
50024,3,nature,couple,bike,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
380570,10,luxury,family,van,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
93093,7,family,friends,van,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
148211,3,cultural,solo,car,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
60027,4,nature,family,car,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
113837,5,wildlife,couple,bike,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
283324,7,luxury,solo,van,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
78244,5,cultural,couple,bike,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
117857,7,wildlife,family,bike,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
136591,4,cultural,solo,car,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
68335,6,cultural,friends,bike,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
166056,6,beach,couple,car,Southern_Beach,Colombo -> Unawatuna -> Mirissa -> Tangalle -> Colombo
163983,6,wildlife,friends,bike,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
286685,8,luxury,friends,van,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
85862,6,adventure,friends,bike,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
40373,3,relax,family,van,Weekend_Getaway,Colombo -> Ella -> Colombo
111005,8,adventure,family,van,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
102904,6,wildlife,couple,bike,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
80121,4,family,family,car,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
35053,5,nature,friends,bus,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
30979,3,nature,couple,bus,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
61291,3,nature,couple,car,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
155477,6,beach,family,car,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
