starting_city,days,budget,budget_level,interest,travel_type,transport_mode,recommended_route,total_distance_km,fuel_cost_lkr,hotel_cost_lkr,food_cost_lkr,attraction_cost_lkr,daily_budget_lkr,total_estimated_cost_lkr,recommended_hotels
Colombo,4,308823,high,nature,couple,van,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,16488,127608,13444,23004,47068,188274,Sigiriya Nature Stay | Temple View Hotel | Ella Mountain Inn | Fort View Hotel
Colombo,10,54757,low,cultural,family,bus,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,10344,46810,46560,22601,12510,125100,Mirissa Beach Stay | Southern Wave Resort
Colombo,10,237425,high,beach,family,van,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,22523,243830,32870,13193,31871,318708,Ancient City Hotel | Jaffna City Inn | Ella Mountain Inn | Galle Sea Breeze
Colombo,3,115047,medium,beach,family,bike,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,10058,44238,12813,19451,31139,93418,River Edge Resort | Southern Wave Resort
Colombo,9,52211,low,cultural,friends,bus,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,6859,35379,24210,23773,9609,86479,Blue Ocean Resort | Galle Sea Breeze
Colombo,4,47167,low,nature,couple,van,Colombo -> Ella -> Galle -> Colombo,335,6637,19952,11580,15681,14655,58619,Ella Green Stay | Galle Sea Breeze
Colombo,5,31469,low,wildlife,family,bus,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,21621,22860,15860,15411,14906,74531,Lion Rock Hotel | Kandy Hill Resort | Ella Green Stay | Southern Wave Resort
Colombo,3,122233,medium,cultural,family,van,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,14820,23613,7944,10738,19129,57388,Lion Rock Hotel | Lakewood Stay | Nine Arch Resort | Fort View Hotel
Colombo,9,76339,medium,wildlife,solo,car,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,9360,110097,44820,5290,18664,167975,Lion Rock Hotel | Kandy Hill Resort
Colombo,6,37463,low,beach,couple,bike,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,9375,29298,21600,15583,13477,80863,Lion Rock Hotel | Temple View Hotel
Colombo,8,149200,high,wildlife,couple,car,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,26577,209448,38592,16909,36322,290578,Ancient City Hotel | Northern Crown Hotel | Ella Green Stay | Southern Wave Resort
Colombo,7,119515,medium,cultural,family,van,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,17224,104447,33530,17377,24963,174738,Lakewood Stay | Tea Garden Hotel | Ella Green Stay
Colombo,2,43624,low,beach,family,bike,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,14262,7178,9778,9625,18040,36081,Ella Green Stay
Colombo,10,61631,medium,wildlife,solo,bus,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,15809,109460,42880,18234,19070,190705,Hill Breeze Resort | Ella Green Stay | Blue Ocean Resort
Colombo,3,211531,high,nature,family,bike,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,7800,83217,10380,23608,40457,121372,Lion Rock Hotel | Temple View Hotel
Colombo,6,57403,low,cultural,family,car,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,20948,41838,27768,14990,17352,104111,Sigiriya Nature Stay | Temple View Hotel | Nine Arch Resort | Galle Sea Breeze
Colombo,4,113529,medium,nature,couple,bike,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,26401,59548,17088,19466,30887,123548,Heritage Palace | Northern Crown Hotel | Ella Mountain Inn | Galle Sea Breeze
Colombo,4,30520,low,nature,friends,bus,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,12264,18992,14144,17127,15228,60914,Ella Green Stay
Colombo,7,144772,high,cultural,couple,car,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,9845,182966,31696,4175,33506,234544,Ella Mountain Inn
Colombo,2,290279,high,beach,friends,bus,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,19453,57154,9470,20946,57264,114529,Heritage Palace | Jaffna City Inn | Ella Green Stay | Fort View Hotel
Colombo,5,93534,medium,wildlife,family,van,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,10991,71930,14540,10576,22466,112332,Hill Breeze Resort | Nine Arch Resort | Blue Ocean Resort
Colombo,4,115608,medium,wildlife,friends,car,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,14318,32552,10080,22465,20702,82806,Temple View Hotel | Tea Garden Hotel | Ella Green Stay
Colombo,2,172539,high,wildlife,solo,bus,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,11500,49790,7390,2069,35809,71618,Blue Ocean Resort | Southern Wave Resort
Colombo,2,265619,high,nature,couple,bus,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,9348,47874,9926,24545,46636,93271,River Edge Resort | Fort View Hotel
Colombo,3,54637,low,beach,friends,bus,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,8791,12165,10779,24587,18304,54913,Blue Ocean Resort | Fort View Hotel
Colombo,5,173159,high,adventure,solo,bus,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,5717,116530,14210,16861,30591,152957,Bentota Bay Hotel | Galle Sea Breeze
Colombo,5,258542,high,adventure,family,van,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,8231,145860,16120,2627,35430,177150,River Edge Resort | Southern Wave Resort
Colombo,3,50546,low,beach,family,bike,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,13223,12009,9459,19593,16642,49925,Sigiriya Nature Stay | Temple View Hotel
Colombo,2,316705,high,adventure,solo,bike,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,15053,46176,5830,24488,45880,91759,Lion Rock Hotel | Temple View Hotel | Nine Arch Resort | Fort View Hotel
Colombo,5,47956,low,adventure,solo,van,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,22949,21670,24755,17530,16386,81931,Heritage Palace | Northern Crown Hotel | Nine Arch Resort | Southern Wave Resort
Colombo,9,108207,medium,cultural,friends,van,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,26979,77616,40644,6533,16373,147353,Ancient City Hotel | Jaffna City Inn | Ella Mountain Inn | Galle Sea Breeze
Colombo,2,50087,low,beach,couple,bus,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,34857,11712,8404,10900,34082,68164,Heritage Palace | Northern Crown Hotel | Ella Mountain Inn | Galle Sea Breeze
Colombo,3,139978,medium,nature,friends,van,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,17214,28143,11199,7173,20346,61039,Kandy Hill Resort | Hill Breeze Resort | Ella Mountain Inn
Colombo,7,87046,medium,beach,solo,car,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,17015,85813,26418,24656,22602,158214,Temple View Hotel | Tea Garden Hotel | Ella Mountain Inn
Colombo,8,253273,high,cultural,couple,bike,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,6043,250056,33136,12031,37891,303126,River Edge Resort | Fort View Hotel
Colombo,6,87858,medium,beach,couple,van,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,16326,48840,20316,12118,16830,100980,Lakewood Stay | Hill Breeze Resort | Ella Green Stay
Colombo,9,296261,high,wildlife,couple,bus,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,15024,254826,38646,16944,36178,325605,Lion Rock Hotel | Lakewood Stay | Ella Mountain Inn | Fort View Hotel
Colombo,3,319140,high,wildlife,friends,car,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,14375,83097,12822,11451,39397,118192,Lion Rock Hotel | Temple View Hotel | Ella Green Stay | Southern Wave Resort
Colombo,7,94247,medium,nature,couple,bus,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,13143,75390,17738,16829,17653,123572,Temple View Hotel | Tea Garden Hotel | Nine Arch Resort
Colombo,4,134858,medium,nature,couple,bus,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,23187,31768,10268,24143,22510,90038,Ancient City Hotel | Jaffna City Inn | Ella Green Stay | Southern Wave Resort
Colombo,5,80026,medium,cultural,couple,bike,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,7896,64915,20815,10568,22081,110404,Nine Arch Resort
Colombo,5,116819,medium,adventure,friends,bike,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,10951,54610,20480,17707,21812,109062,Blue Ocean Resort | Fort View Hotel
Colombo,10,90469,medium,beach,solo,car,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,11527,86880,44990,22153,17324,173245,Tea Garden Hotel | Ella Mountain Inn | Mirissa Beach Stay
Colombo,4,298079,high,adventure,friends,car,Colombo -> Ella -> Galle -> Colombo,335,8221,134272,14856,21756,44686,178743,Ella Green Stay | Galle Sea Breeze
Colombo,7,52686,low,cultural,friends,bus,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,13482,28028,18690,8843,10424,72967,Sigiriya Nature Stay | Lakewood Stay
Colombo,4,80668,medium,nature,friends,van,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,8224,59804,19276,12269,26554,106216,Bentota Bay Hotel | Galle Sea Breeze
Colombo,3,29583,low,wildlife,friends,bike,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,12714,18762,9585,22337,20503,61510,Blue Ocean Resort | Southern Wave Resort
Colombo,9,348890,high,wildlife,solo,bus,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,7812,147762,23049,8266,20310,182787,River Edge Resort | Fort View Hotel
Colombo,3,55720,low,beach,solo,van,Colombo -> Yala -> Ella -> Galle -> Colombo,635,11694,13110,9207,9679,15781,47343,Wildlife Camp | Ella Green Stay | Southern Wave Resort
Colombo,3,261817,high,beach,couple,car,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,6355,59985,8061,8706,27360,82080,Bentota Bay Hotel | Southern Wave Resort
Colombo,4,31918,low,beach,family,car,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,7815,25448,13948,22528,19316,77265,Sigiriya Nature Stay | Lakewood Stay
Colombo,5,284518,high,adventure,couple,bike,Colombo -> Yala -> Ella -> Galle -> Colombo,635,15640,151640,21460,19480,41156,205782,Safari Lodge | Nine Arch Resort | Galle Sea Breeze
Colombo,6,46563,low,beach,friends,bike,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,9039,23556,21390,18678,12306,73836,Sigiriya Nature Stay | Kandy Hill Resort
Colombo,5,50042,low,adventure,couple,car,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,7161,28310,23905,22839,16422,82109,Blue Ocean Resort | Southern Wave Resort
Colombo,9,29125,low,nature,couple,car,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,7086,39177,22671,18964,9705,87349,Lion Rock Hotel | Lakewood Stay
Colombo,3,117411,medium,nature,solo,car,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,25972,35520,9894,2692,26443,79328,Heritage Palace | Northern Crown Hotel | Nine Arch Resort | Fort View Hotel
Colombo,7,36194,low,cultural,family,van,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,10412,37142,34433,7442,13396,93774,Tea Garden Hotel | Ella Mountain Inn | Mirissa Beach Stay
Colombo,3,113539,medium,nature,friends,van,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,7890,40878,8214,19027,27716,83149,Mirissa Beach Stay | Galle Sea Breeze
Colombo,5,57113,low,beach,solo,van,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,14203,17785,19055,17819,15105,75526,Ella Green Stay
Colombo,3,35402,low,beach,friends,bike,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,9391,12651,11610,21692,18243,54730,Blue Ocean Resort | Southern Wave Resort
Colombo,4,70966,medium,wildlife,couple,bus,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,7854,54292,15156,18156,24732,98928,River Edge Resort | Galle Sea Breeze
Colombo,6,122765,medium,adventure,friends,bus,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,13117,47226,19188,24433,18186,109118,Ella Mountain Inn
Colombo,2,59171,low,wildlife,solo,bus,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,16139,13326,7792,24450,29342,58685,Temple View Hotel | Hill Breeze Resort | Ella Green Stay
Colombo,3,27991,low,nature,family,bike,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,10519,12117,12054,10191,15139,45416,Lakewood Stay | Hill Breeze Resort | Ella Green Stay
Colombo,10,152608,high,nature,solo,bus,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,12457,326240,30750,24716,39313,393133,Sigiriya Nature Stay | Kandy Hill Resort | Ella Mountain Inn | Galle Sea Breeze
Colombo,9,119374,medium,adventure,solo,van,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,10147,70002,43992,7900,14959,134629,Ella Green Stay
Colombo,10,131471,medium,adventure,friends,car,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,12680,76280,33140,19425,14028,140285,Sigiriya Nature Stay | Kandy Hill Resort
Colombo,2,122170,medium,nature,solo,bus,Colombo -> Yala -> Ella -> Galle -> Colombo,635,22131,17810,9544,3003,25258,50515,Safari Lodge | Ella Mountain Inn | Galle Sea Breeze
Colombo,3,304906,high,cultural,couple,bus,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,15902,54078,11196,9669,28729,86187,Kandy Hill Resort | Hill Breeze Resort | Nine Arch Resort
Colombo,9,348773,high,wildlife,family,van,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,11301,231624,30645,11840,32212,289906,Ella Mountain Inn
Colombo,3,204682,high,adventure,friends,van,Colombo -> Ella -> Galle -> Colombo,335,8078,72204,8250,10464,31900,95699,Ella Green Stay | Fort View Hotel
Colombo,3,54051,low,nature,couple,car,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,12182,20034,12294,4311,17210,51631,Temple View Hotel | Hill Breeze Resort | Ella Green Stay
Colombo,8,221476,high,adventure,family,bike,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,14585,261152,24432,23003,39835,318679,Lakewood Stay | Hill Breeze Resort | Ella Mountain Inn
Colombo,6,290495,high,nature,solo,bike,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,11026,167304,20562,11200,34877,209260,Sigiriya Nature Stay | Temple View Hotel
Colombo,7,120451,medium,beach,family,bike,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,6017,58807,23877,20700,15874,111117,River Edge Resort | Southern Wave Resort
Colombo,4,25498,low,wildlife,solo,bike,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,14130,24828,19568,24184,20634,82535,Ella Mountain Inn
Colombo,4,53762,low,nature,solo,car,Colombo -> Yala -> Ella -> Galle -> Colombo,635,18973,14912,16392,15876,17447,69787,Wildlife Camp | Ella Mountain Inn | Fort View Hotel
Colombo,3,230655,high,wildlife,family,van,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,21243,95487,8124,11985,46575,139726,Lion Rock Hotel | Kandy Hill Resort | Ella Green Stay | Fort View Hotel
Colombo,4,110344,medium,cultural,friends,bus,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,16541,56080,14556,5304,24658,98631,Kandy Hill Resort | Hill Breeze Resort | Nine Arch Resort
Colombo,8,74696,medium,nature,family,bike,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,7959,119640,23888,6598,19215,153723,Nine Arch Resort
Colombo,3,340593,high,nature,family,van,Colombo -> Ella -> Galle -> Colombo,335,9274,81099,13527,22681,43747,131242,Ella Mountain Inn | Fort View Hotel
Colombo,7,260698,high,cultural,couple,bus,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,12080,201572,18305,9787,34259,239816,Sigiriya Nature Stay | Lakewood Stay | Ella Green Stay | Southern Wave Resort
Colombo,10,58028,low,wildlife,friends,car,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,11035,52650,46150,8264,12542,125417,Blue Ocean Resort | Fort View Hotel
Colombo,6,39214,low,beach,friends,bus,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,33326,24210,18042,24640,17754,106521,Ancient City Hotel | Northern Crown Hotel | Ella Green Stay | Galle Sea Breeze
Colombo,10,213549,high,beach,solo,car,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,19558,152410,45060,15774,23345,233449,Heritage Palace | Northern Crown Hotel | Ella Mountain Inn | Fort View Hotel
Colombo,7,106130,medium,cultural,solo,van,Colombo -> Ella -> Galle -> Colombo,335,9152,74809,18564,24038,19097,133676,Ella Green Stay | Galle Sea Breeze
Colombo,7,332794,high,nature,couple,bike,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,14618,243047,25270,14809,42272,295904,Hill Breeze Resort | Ella Green Stay | Blue Ocean Resort
Colombo,3,279101,high,beach,friends,bus,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,11231,98160,9135,15387,46175,138526,Hill Breeze Resort | Ella Mountain Inn | Mirissa Beach Stay
Colombo,8,119990,medium,adventure,solo,bike,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,21994,76856,33464,24317,20122,160978,Heritage Palace | Northern Crown Hotel | Ella Green Stay | Fort View Hotel
Colombo,3,94705,medium,cultural,friends,car,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,15758,23364,10668,12744,20073,60218,Hill Breeze Resort | Nine Arch Resort | Blue Ocean Resort
Colombo,2,150732,high,adventure,family,bus,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,7845,51108,7174,11676,40778,81556,River Edge Resort | Southern Wave Resort
Colombo,10,146548,high,adventure,friends,bus,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,8516,183230,48510,5699,25041,250408,Lion Rock Hotel | Lakewood Stay
Colombo,2,82051,medium,cultural,solo,bus,Colombo -> Yala -> Ella -> Galle -> Colombo,635,12522,14358,7264,22428,31162,62324,Wildlife Camp | Ella Mountain Inn | Southern Wave Resort
Colombo,10,216797,high,nature,family,car,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,13129,277930,44440,19463,35713,357129,Lion Rock Hotel | Kandy Hill Resort | Nine Arch Resort | Galle Sea Breeze
Colombo,8,200975,high,beach,friends,van,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,27587,132424,38688,2377,25005,200039,Heritage Palace | Jaffna City Inn | Nine Arch Resort | Fort View Hotel
Colombo,10,65504,medium,beach,couple,car,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,13760,140880,38180,11696,20937,209367,Nine Arch Resort
Colombo,8,28751,low,adventure,friends,van,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,13004,53616,38552,2097,13957,111655,Lion Rock Hotel | Lakewood Stay
Colombo,10,68932,medium,adventure,friends,bike,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,9712,108120,48520,14197,17748,177483,Tea Garden Hotel | Ella Mountain Inn | Blue Ocean Resort
Colombo,8,321696,high,beach,family,bike,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,6280,224288,21856,22507,34960,279680,River Edge Resort | Galle Sea Breeze
Colombo,2,63054,medium,adventure,family,bus,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,12351,14392,7102,11758,22548,45095,Lion Rock Hotel | Kandy Hill Resort
Colombo,8,330596,high,beach,solo,bus,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,13624,237656,36280,14221,37986,303888,Ella Mountain Inn
Colombo,2,36722,low,nature,friends,bus,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,21036,13736,6736,20495,34240,68480,Lion Rock Hotel | Kandy Hill Resort | Ella Mountain Inn | Fort View Hotel
Colombo,3,324132,high,beach,friends,bike,Colombo -> Ella -> Galle -> Colombo,335,11534,47838,13107,8053,25203,75610,Ella Green Stay | Galle Sea Breeze
Colombo,6,199618,high,wildlife,couple,van,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,20718,181518,26832,13981,40823,244937,Sigiriya Nature Stay | Kandy Hill Resort | Ella Green Stay | Fort View Hotel
Colombo,8,212688,high,cultural,couple,van,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,14124,150600,29616,18559,26567,212534,Ella Mountain Inn
Colombo,10,255686,high,wildlife,solo,bike,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,10699,267630,36700,16326,33935,339350,Nine Arch Resort
Colombo,7,218459,high,adventure,family,bike,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,7601,189105,34174,7881,34043,238299,Lion Rock Hotel | Kandy Hill Resort
